Title,Subscribers,Views,Likes,Comments,Description,Engagement Ratio,Category
MaheshKLandge,11K,99.5K,1.3K,6,Member of Legislative Assembly - Bhosari | Election Head - Shirur Loksabha |  Parivartan Helpline 9379909090 |  Wrestler | Founder of Mahesh Dada Sports Foundation,1.312562814,Music
INDAMOLYT,308.5K,99.1K,5.8K,157,"IND AMOL OFFICIAL SUBSCRIBE FOR BGMI/PUBG MOBILE TIPS AND TRIKS

Email - indamol98@gmail.com",6.011099899,Music
talaankdancecompany,302.1K,98.2K,0,24,"Team Talaank lives, breathes, and expresses through dance. Our team
covers the complete spectrum of dance as a profession - education,
performance, and choreography. At Talaank, dance is not a part of our lives,
it is our lifestyle.
",0.024439919,Music
thyview,824.5K,98K,10K,64,"Thyview is a community brought together by the love of Movies. 

Let's talk Cinema! ",10.26938776,Music
jhunjhunwala_b,555.1K,96.7K,1.7K,90," Through this channel  we aim to break the myths of Trading using Technical analysis and Training in the financial markets and provide true Knowledge to people which Trading Guru's have been hiding till now. Started By Bharat Jhunjhunwala. He is an International Certified Technical Analyst and a successful trader. He has trained more than 5000 people all over the world. He has written many articles/blogs over time, which has been appreciated for its content and TRUTH. Bharat is a CMT, CFTe, and MSTA. He has been awarded MFTA from the prestigious IFTA (USA), for his works on RSI. He has been closely involved in trading stock and commodities since 2006. Bharat is also involved in his Family’s textile business in Kolkata.
Telegram: t.me/jhunjhunwala_bh
",1.851085832,Music
holaboys,1.7M,96.3K,8.4K,401,"Business Related Queries : aazam.khan84600@gmail.com  /  holab84600@gmail.com

",9.139148494,Music
AMMusic101,65.6K,95K,1.3K,23,"Latest Nagpuri, Bhojpuri and Sadri Music Videos, Dance and Songs.mukendra Goswami mb 7979999633
Sandeep das 9122607033
",1.392631579,Music
Rajusinhacg,380.5K,94.3K,6.1K,333,"संगवारी मन ल राम राम 🙏🙏संगवारी हो मै कोनो बड़े  नामी कलाकार तो नो हरों, लेकिन मै पुरा भक्कम कोसिस करहुँ आप मन के मनोरंजन करेके!  

मोर चैनल म आप मन बर शुद्ध छत्तीसगढी कामेडी, वीडियो डबिंग विडियो में हा लावत रहिथों .. 
तो संगवारी हो अपन ऐ छत्तीसगढ़ीया संगवारी ल भक्क्कम सपोर्ट करो.😀
🌹🌹🌹🌹🌹🌹🌹🌹
गुदगुदाऐ  बर हम बईठे हन  न जी 😂😂😉😉😜😜😜😜😜😝😝
जय जोहार जय छत्तीसगढ़!  

🙏🙏😍मया बनाऐ रहु!😍 🙏🙏

😂😂हंसो मुखारी घंसके😂😂


",6.821845175,Music
sotrendzy,218.5K,91.8K,11.7K,117,"All advertising inquiries can be directed to sotrendzy@gmail.com

So Trendzy Youtube Channel is all about MEN Lifestyle, Fashion & Fitness, found by Rajat Sharma in 2020. The goal of this Channel is, to help you look and feel the best that you can...every day of your life.  


",12.87254902,Music
MurliwaleHausla,8.6M,1.1M,15.3K,481,"दोस्तों, मेरे भारत देश में, हर साल सांपो के काटने से लगभग 50 हजार लोगो की दर्दनाक मौत हो जाती है। जिनमे से 97% मौते ग्रामीण क्षेत्रों में होती है। जिसके प्रमुख जिम्मेदार, भारत में फैले अंधविश्वास, तंत्र-मंत्र, जड़ी-बूटी एवं झाड़-फूक है। 
दोस्तों, मैं 'मुरलीवाले हौसला' अपनी छोटी सी टीम के साथ, गांव-समाज, जन-जन को जागरूक करने हेतु प्रयासरत हूं। मेरा उद्देश्य सांपो से इंसान को और इंसान से सांपो को बचाने का है। मैं सोशल मीडिया के माध्यम से जन-जागरूकता एक संदेश के रूप में, आप तक पहुंचा रहा हूं, जिसमे आपके प्यार-आशीर्वाद की कामना करता हूं। किसी त्रुटि पर क्षमा प्रार्थी हूं।

for Rescue related query 
📞Contact me: +919889884890
🪀WhatsApp: +919451204200

💲SUPPORT OUR FOUNDATION 
🔗Donate here– https://www.murliwalehauslafoundation.org/
🏦Account Name –Murliwale Hausla Foundation
Account Number – 089001002255
Swift code - ICICINBBXXX
IFSC CODE - ICIC0000890
Bank Name - ICICI Bank
UPI ID – 9451204200@icici
Google Pay – 9170774864
Phone Pay – 9170774864
Paytm - 9170774864

",1.434636364,Pet
mirzamdarif,2.8M,22.1K,895,26,"Mirza md Arif is a trained snake rescuer. He helps is rescue different animals and a great animal lover.
He has a record of rescuing  more than 100 cobras at one time.
He is involved in Wildlife protection and social work.
For snake rescue call me  +919348094492
Business enquiry -rounak.sap@gmail.com
Please support us :subscribe, share, donate
************************************************************************************************************
To donate
IndusInd bank
Name-MIRZA MD ARIF  
ACCOUNT NUMBER-100073515761(INDUSIND BANK-BHADRAK BRANCH)
IFSC CODE-INDB0000972
*************************************************************************************************************
Phonepe-9040927692
PayTm-   9040927692
Gpay-      9040927692
Paypal-paypal.me/rounak1982
For More Snake Rescue Videos Subscribe our Channel
https://www.youtube.com/@mirzamdarif
https://www.youtube.com/@NAAGLOK

",4.167420814,Pet
LazeMedia,511.2K,19.7K,907,62,"100% DOG RELATED TOPICS
BASIC OBEDIENCE TRAINING
FOOD AND PUPPY CARE
DOG HEALTH AND PSYCHOLOGY
",4.918781726,Pet
GuppyChannel,39.9K,3.6K,186,18,"Welcome to Guppy Channel, where you can learn everything about guppy fish and how to care for them. If you love these colorful and peaceful freshwater fish, you’re in the right place. Here you’ll find tips, tricks and tutorials on guppy fish keeping, breeding and feeding. Subscribe to my channel and hit the bell icon to get notified of my latest videos. You can also join my channel membership to get access to exclusive perks and benefits. Thank you for watching and happy fishkeeping! 🐟",5.666666667,Pet
BR1GamingYT,38.6K,2.8K,207,182,"Gaming Content Creator - Competitive Player⚡🔥


Device - iPhone 13 ⚡

3 Finger + Full Gyro🔥 

Thanks for your support 🙏❤
",13.89285714,Pet
WildPanthera,266.5K,2.6K,164,64,"Welcome To WILD Panthera...I dedicated this channel for those who love Wild Animals, Animal Battle & Nature. Thankss for your's support..",8.769230769,Pet
FeroFiree,133.5K,2.6K,102,5,"Hi :)
Professional Contact: contato.ferofire@gmail.com",4.115384615,Pet
ThisUniverse2024,201.5K,2.5K,116,4,Description NA,4.8,Pet
planetapes,918.6K,2.4K,27,0,"Welcome to visit our PlanetApes Channel.
Our PlanetApes channel showcases the great good and shares educational  knowledge about agriculture and wildlife, vlog and recently make our own original short  videos content such as prank, funny and others which friendly and entertain to all viewers.

Disclaimer:
All material in this video is used for entertainment purposes only. We create aggregated content from many different sources. 
Our aim is  sharing knowledge of wild animals' life and we want viewers relax and entertain. Our PlanetApes Channel follows fair use guidelines. No copyright infringement intended.

Thank you very much for watching and supporting our channel.







",1.125,Pet
AderlaRaviMedia,7.3K,1.8K,77,11,🎤అన్యాయానికి ముగింపు🎤ప్రజల యొక్క తెగింపు🎤ప్రజా గొంతు🎤,4.888888889,Pet
PetCareNation,21K,1.7K,56,6,"We care about Animals, and you should too!
SUBSCRIBE Here https://bit.ly/2wjp6UY 😆
",3.647058824,Pet
CrackuInexam,129.5K,1.3K,42,7,"Free CAT preparation video lectures by IIM Alumni. *Must FOLLOW channel for all MBA aspirants in India.* 

Very important MBA and CAT preparation videos covering important concepts for CAT exam and other exams. Go through the video tutorials for the CAT exam. Watch videos for CAT exam online preparation giving insights about CAT and other MBA exams (IIFT, XAT, SNAP, CMAT, NMAT, TISS, MBA MAH-CET). Get into your favourite B-school and top IIMs. We have trained thousands of students and helped them to do MBA in their favourite B-Schools like IIMA, IIMB, IIMC, IIML, IIM Kozhikode, IIM Indore, IIFT, FMS Delhi, JBIMS, MDI, SP Jain, TISS & XLRI.

Learn CAT exam shortcuts, formulas, tips, tricks for all sections of CAT Verbal Ability and Reading Comprehension (VARC), Data Interpretation & Logical Reasoning (DILR) and Quantitative Aptitude (QA).

Subscribe to get important updates. 
👉 for more details contact +916303239042
👉 Join CAT 2023 complete course: https://cracku.in/cat-online-coaching
",3.769230769,Pet
Darpinvlogs,18.4K,865,43,0,"Darpin Vlogs ચેનલમાં હું દર્શન પટેલ આપ સૌનું સ્વાગત કરું છું.ગુજરાતી નિબંધ, સ્પીચ,બાળગીત,કાવ્યો,ગુજરાતી વાંચન અને પ્રેરક પ્રસંગ ના , વિડીયો તમારા મોબાઈલમાં મેળવવા માંગતા હોઈ તો મારી ચેનલને પહેલા SUBSCRIBE  કરી લ્યો અને બેલના નિશાન પર ક્લિક કરી લો જેથી કરીને મારા દ્વારા અપલોડ કરવામાં આવેલા તમામ વિડીયો તમારા નોટીફીકેશન દ્વારા તમને મળતા રહેશે",4.971098266,Pet
PupkittPetCare,26.1K,813,19,0,"Pupkitt Pet Care was started by Dr. Anirudh Mittal on 24th August 2017 with the motive to provide the best medical care and treatment for your pet round the clock. The pet care center has crossed various milestones on the way of success within one year and has been getting a great response.

With passing time, we observed that more than 50% of the problems arising with pets are due to poor management and lack of knowledge. So we started making videos for the pet parents to increase their knowledge and decrease the suffering of the pet due to the negligence of things that should be taken care of.

Know more about us at:
https://www.pupkitt.com

Book Online Audio/Video consultation with us at:
https://www.pupkitt.com/online-vet-consultation-services
",2.33702337,Pet
Kingtheropodking,8K,671,54,21,"This channel will feature various topics regarding the fight between the lion and tiger, as well as other animals

Here you will see historical accounts, size comparisons, scientific data and discussions regarding the historical topic of lion versus tiger. For thousands of years, this topic has been on the minds of people all the way back to the Roman era. This channel will feature debunking videos, size comparisons, measurement data, tiger kills lion accounts, Siberian tiger or Bengal tiger tribute videos, Huge tiger videos, and other tiger vs lion related topics.",11.17734724,Pet
jattinvlogs,20.6K,472.5,13,0,"Hello Dosto,
Pitbull ki or videos dekhne ke liye Aap Mera Channel #ToNipiTbullKennel Subscribe Kar ke Mujhe Support Ker Sakte Hai 
Dhanywad
Thanks All My subscribers For Support Me.",2.751322751,Pet
ACEamazing,145.5K,427,14,0,"Welcome to ACE - Amazing Creative Educational
Amazing Stuffs Only!
Here we bring most awesome and trending viral videos at one place. Enjoy!

 Like and Subscribe !!!


",3.278688525,Pet
IndianYoutuberJo,14K,128,16,2,"Hi, this is Jyoti Tripathi, resident of Bangalore, Senior Technical Writer, Mother of boy/girl twins.

This channel has videos related to pregnancy, healthy cooking recipes, vlogging, and some fun talks.

I hope you enjoy watching my videos :)

Thank you.",14.0625,Pet
SuryaGaming1,98.3K,37,4,0,"Hi Gamers,  I'm Surya! Here you will see me playing PC games and Mobile Games having some fun.

I Playing BGMI, Call Of Duty Mobile, PUBG And GTA 5 With You On My Channel.

Fully Indian Gamer With Hindi Commentary.

",10.81081081,Pet
Creatormedia693,10.2K,32,3,0,My channel is 100 % entertainment chennal,9.375,Pet
FanCode,1.1M,10.1M,362.2K,343,"We are FanCode, India’s first live streaming platform dedicated to sports and sports fans. Live cricket, live kabaddi, football and more, we’ve got them all. Watch what you love, all on one platform.

Email: support@fancode.com
",3.589534653,Sports
